Object ID,Class,Track History
1754,2,"[(2, 1243.9241943359375, 77.95781707763672), (2, 1261.36669921875, 87.301025390625), (2, 1278.94775390625, 95.10063171386719), (2, 1286.723388671875, 101.35191345214844), (2, 1300.4300537109375, 105.96503448486328), (2, 1315.503173828125, 117.39762878417969), (2, 1329.712646484375, 123.68882751464844), (2, 1343.48486328125, 124.57704162597656), (2, 1361.04833984375, 132.92828369140625), (2, 1378.561279296875, 140.34893798828125), (2, 1391.49853515625, 134.26113891601562), (2, 1419.791259765625, 146.8400421142578), (2, 1442.66064453125, 157.69882202148438), (2, 1463.0238037109375, 164.47525024414062), (2, 1485.168701171875, 169.8809814453125), (2, 1494.23583984375, 168.17132568359375), (2, 1485.4384765625, 164.94961547851562), (2, 1483.257080078125, 156.84286499023438), (2, 1501.20556640625, 150.19390869140625)]"
1756,6,"[(6, 1037.1298828125, 759.3804931640625), (6, 519.0537109375, 736.9893798828125), (6, 147.28585815429688, 688.9094848632812)]"
1758,6,"[(6, 231.8435516357422, 970.1915283203125)]"
1761,6,"[(6, 909.5751953125, 32.05016326904297)]"
1762,6,"[(6, 1053.06201171875, 282.0516357421875), (6, 857.322509765625, 210.68218994140625), (6, 800.0703125, 190.94021606445312), (6, 788.529541015625, 187.1026611328125), (6, 779.6844482421875, 182.8621368408203), (6, 769.4923095703125, 173.27716064453125), (6, 759.826904296875, 173.57835388183594), (6, 753.4952392578125, 166.31271362304688), (6, 746.1273193359375, 155.86769104003906), (6, 740.56591796875, 154.35946655273438), (6, 736.1510009765625, 152.15408325195312), (6, 733.7445068359375, 148.66976928710938), (6, 731.0882568359375, 145.96673583984375), (6, 729.0238037109375, 143.85986328125), (6, 727.3892822265625, 143.19003295898438), (6, 726.18408203125, 142.4462890625), (6, 722.6630249023438, 145.38954162597656), (6, 720.3516845703125, 147.55914306640625), (6, 718.5975952148438, 144.78753662109375), (6, 717.4741821289062, 145.24070739746094), (6, 715.58837890625, 143.72897338867188), (6, 715.7237548828125, 140.57598876953125), (6, 714.6729736328125, 137.9882354736328), (6, 714.663818359375, 136.0783233642578), (6, 712.5526123046875, 133.90191650390625)]"
1764,4,"[(4, 1161.413818359375, 183.46383666992188), (4, 1054.3856201171875, 167.46925354003906), (4, 1018.040283203125, 161.80519104003906), (4, 989.4046020507812, 154.45587158203125), (4, 958.4053955078125, 150.595947265625), (4, 939.4109497070312, 145.75753784179688), (4, 926.6407470703125, 140.72491455078125), (4, 919.119140625, 138.58407592773438), (4, 909.593505859375, 134.05166625976562), (4, 902.71533203125, 132.0052032470703), (4, 894.2694091796875, 126.2945556640625), (4, 884.3795166015625, 122.5473861694336), (4, 878.5088500976562, 120.51126861572266), (4, 875.5743408203125, 118.27605438232422), (4, 872.3800048828125, 118.11598205566406), (4, 868.8255615234375, 117.38531494140625), (4, 866.47119140625, 116.69132232666016), (3, 865.0457153320312, 116.98950958251953), (4, 864.239013671875, 115.98907470703125), (4, 861.967529296875, 115.17439270019531), (4, 859.52099609375, 114.53424835205078), (4, 856.978271484375, 111.77615356445312), (4, 855.8114013671875, 109.69577026367188), (4, 853.9306640625, 108.57427978515625), (4, 852.550048828125, 106.28030395507812), (4, 851.048828125, 103.28921508789062), (4, 850.790771484375, 101.51242065429688), (4, 849.4961547851562, 99.22327423095703), (4, 847.8936157226562, 98.8509521484375), (4, 847.1590576171875, 97.2647705078125), (4, 846.513916015625, 96.70864868164062), (4, 845.7471923828125, 95.8333511352539), (4, 845.3323974609375, 93.79080963134766), (4, 845.1668701171875, 91.32024383544922), (4, 845.219970703125, 91.24238586425781), (4, 843.8975830078125, 89.07792663574219), (4, 843.2910766601562, 87.88529968261719), (4, 843.32421875, 85.87171936035156), (4, 843.9002685546875, 85.0384521484375), (4, 843.47265625, 84.20262145996094), (4, 843.052001953125, 82.76963806152344), (4, 844.003173828125, 81.02452087402344), (4, 844.4920654296875, 79.71099090576172), (4, 844.891845703125, 78.6061019897461), (4, 845.861572265625, 74.30328369140625), (4, 845.47412109375, 74.0870590209961), (4, 843.3907470703125, 77.28263092041016)]"
1772,4,"[(4, 1412.242431640625, 272.22900390625), (4, 1302.070068359375, 245.02072143554688), (4, 1216.548828125, 229.7374267578125), (4, 1170.751953125, 223.78451538085938), (4, 1132.412109375, 208.44192504882812), (4, 1093.875732421875, 195.318603515625), (4, 1070.00830078125, 190.78158569335938), (4, 1054.36767578125, 187.485595703125), (4, 1042.45849609375, 183.9170379638672), (4, 1026.17431640625, 182.86318969726562), (4, 1014.23974609375, 179.32260131835938), (4, 1003.4637451171875, 176.66192626953125), (4, 991.150146484375, 173.5819091796875), (4, 978.2667236328125, 168.38206481933594), (4, 966.5438232421875, 163.81500244140625), (4, 963.571533203125, 161.57781982421875), (4, 962.275634765625, 156.5762176513672), (4, 944.322021484375, 153.06861877441406)]"
1773,6,"[(6, 298.4114685058594, 897.1127319335938)]"
1776,2,"[(2, 1300.7318115234375, 90.8381576538086), (2, 1348.4521484375, 119.53689575195312), (2, 1358.033935546875, 131.22076416015625), (2, 1364.3017578125, 136.16644287109375)]"
1781,6,"[(6, 762.228271484375, 154.5162811279297), (2, 727.1301879882812, 122.11886596679688), (6, 728.6585693359375, 117.30816650390625), (6, 732.4381103515625, 112.40288543701172), (6, 735.53662109375, 104.90679931640625), (6, 739.0584716796875, 99.7113037109375), (6, 741.6065673828125, 98.17831420898438), (6, 745.7674560546875, 92.97853088378906), (6, 751.361328125, 90.51824188232422), (6, 754.857421875, 89.84565734863281), (6, 758.2366943359375, 88.08123779296875), (6, 762.6295776367188, 84.66598510742188), (6, 765.1549682617188, 83.21397399902344), (6, 766.6982421875, 83.03158569335938), (6, 768.9367065429688, 82.99849700927734), (6, 771.5222778320312, 81.41038513183594), (2, 774.3480224609375, 79.79623413085938), (2, 777.3226318359375, 77.75318908691406), (2, 778.697509765625, 74.83483123779297), (2, 780.974365234375, 73.04595184326172), (2, 779.4934692382812, 71.87844848632812), (2, 781.9503173828125, 71.2406997680664), (2, 783.9964599609375, 70.73766326904297), (2, 786.3665771484375, 73.04934692382812), (6, 789.6728515625, 75.95402526855469), (6, 790.2698974609375, 74.4815902709961), (6, 792.7879028320312, 70.48043060302734)]"
1794,2,"[(2, 1223.61474609375, 69.57035064697266), (2, 1237.8912353515625, 82.0879898071289), (2, 1254.8955078125, 86.92304229736328), (2, 1270.4698486328125, 90.00984954833984), (2, 1279.753173828125, 103.48153686523438), (2, 1299.9906005859375, 114.31552124023438), (2, 1301.61962890625, 118.57870483398438), (2, 1302.8662109375, 122.70515441894531), (2, 1308.278564453125, 126.25900268554688), (2, 1317.206298828125, 129.5118865966797), (2, 1325.586669921875, 131.54736328125), (2, 1334.9599609375, 134.5277099609375), (2, 1341.803466796875, 137.8295135498047), (2, 1349.625244140625, 140.87835693359375), (2, 1354.614990234375, 142.2452392578125), (2, 1358.31640625, 144.15431213378906), (2, 1362.0299072265625, 145.8094024658203), (2, 1367.333984375, 149.71197509765625), (2, 1373.811767578125, 151.0341796875), (2, 1378.1640625, 153.4045867919922), (2, 1383.126953125, 154.92283630371094), (2, 1387.9871826171875, 156.89500427246094), (2, 1393.415283203125, 158.45021057128906), (2, 1399.3524169921875, 159.45236206054688), (2, 1407.8935546875, 159.13519287109375), (2, 1411.4781494140625, 161.2033233642578), (2, 1418.531982421875, 163.41769409179688), (2, 1424.8115234375, 165.65562438964844), (2, 1429.168212890625, 166.69091796875), (2, 1435.366943359375, 168.64865112304688), (2, 1442.616943359375, 171.27017211914062), (2, 1448.6375732421875, 174.14102172851562), (2, 1456.264892578125, 177.056396484375), (2, 1463.2587890625, 179.64083862304688), (2, 1469.8974609375, 180.36070251464844), (2, 1476.96044921875, 181.28094482421875), (2, 1483.750244140625, 181.8056640625), (2, 1492.3671875, 180.9845733642578), (2, 1500.805908203125, 180.48475646972656), (2, 1509.6309814453125, 180.770751953125), (2, 1516.2568359375, 182.33958435058594), (2, 1525.469970703125, 180.02769470214844), (2, 1532.2275390625, 178.09197998046875), (2, 1539.591064453125, 177.68887329101562), (2, 1545.734375, 177.55166625976562), (2, 1555.81201171875, 187.21234130859375), (2, 1565.36962890625, 197.35903930664062), (2, 1572.54541015625, 195.20936584472656), (2, 1579.90478515625, 203.56381225585938), (2, 1593.983642578125, 204.64056396484375), (2, 1606.955810546875, 202.24432373046875), (2, 1618.8233642578125, 200.7283477783203), (2, 1627.535400390625, 210.94515991210938), (2, 1638.3023681640625, 222.33734130859375), (2, 1645.6005859375, 224.5738983154297), (2, 1657.0115966796875, 231.7630615234375), (2, 1668.3067626953125, 234.26947021484375), (2, 1679.92529296875, 237.066650390625), (2, 1690.284423828125, 238.6294403076172), (2, 1699.4921875, 240.11135864257812), (2, 1705.1478271484375, 243.40890502929688), (2, 1715.5430908203125, 246.10379028320312), (2, 1725.0008544921875, 248.70938110351562), (2, 1733.9041748046875, 249.91744995117188), (2, 1745.9541015625, 250.6160888671875), (2, 1756.0655517578125, 253.7093963623047), (2, 1767.9215087890625, 254.6221160888672), (2, 1774.0006103515625, 253.75521850585938), (2, 1783.8828125, 255.2906494140625), (2, 1793.428466796875, 256.2490539550781), (2, 1801.64599609375, 255.65469360351562), (2, 1808.4180908203125, 254.4413604736328), (2, 1813.72412109375, 252.9574737548828), (2, 1820.115966796875, 252.17950439453125)]"
1791,2,"[(2, 271.3826599121094, 576.376708984375)]"
1789,4,"[(4, 1234.910888671875, 162.26242065429688), (4, 1161.89892578125, 141.49746704101562), (4, 1137.19384765625, 122.75450134277344), (2, 1105.5736083984375, 121.33566284179688), (4, 1071.6529541015625, 121.38815307617188), (4, 1065.073974609375, 113.76785278320312), (2, 1063.2283935546875, 109.34454345703125), (2, 1061.084228515625, 105.6424560546875), (2, 1033.8616943359375, 103.38871765136719), (2, 1021.742919921875, 101.02468872070312), (4, 986.9191284179688, 102.6663818359375), (4, 971.4993896484375, 97.56060791015625)]"
1801,6,"[(6, 841.8941040039062, 211.39039611816406), (6, 776.964111328125, 186.93614196777344), (6, 737.1033935546875, 171.27403259277344), (6, 717.7943115234375, 162.8679656982422), (6, 703.1861572265625, 144.42691040039062), (6, 691.3637084960938, 140.5978240966797), (6, 684.4474487304688, 138.3588409423828), (6, 678.2647705078125, 135.99453735351562), (6, 673.2850341796875, 129.97500610351562), (6, 670.625244140625, 127.84121704101562), (6, 668.0057373046875, 126.9656982421875), (6, 662.3755493164062, 122.8753890991211), (6, 659.0003662109375, 118.50294494628906), (6, 657.1061401367188, 117.99653625488281), (6, 657.34716796875, 111.47822570800781), (6, 657.4449462890625, 107.59545135498047), (6, 658.70263671875, 106.99009704589844), (6, 659.9190673828125, 104.10038757324219), (6, 661.4586181640625, 102.12181091308594), (6, 663.0075073242188, 100.58442687988281), (6, 664.4833984375, 97.90607452392578), (6, 667.06103515625, 94.736328125), (6, 670.59521484375, 91.50645446777344), (6, 672.3301391601562, 86.19742584228516), (6, 675.56494140625, 83.5453109741211), (6, 682.164794921875, 83.59074401855469), (6, 687.6707763671875, 83.93133544921875), (6, 693.29296875, 82.80686950683594), (6, 699.806884765625, 78.68681335449219), (6, 708.7471923828125, 74.51858520507812), (6, 713.5205078125, 66.82513427734375), (6, 715.14697265625, 67.55473327636719), (6, 714.6106567382812, 67.70999145507812)]"
1796,2,"[(2, 1139.3118896484375, 248.2908935546875), (2, 1030.1708984375, 216.14431762695312), (2, 969.9800415039062, 201.23419189453125), (2, 948.3291015625, 196.25015258789062), (2, 923.3637084960938, 188.0772705078125), (2, 902.363037109375, 185.38917541503906), (2, 888.6613159179688, 176.7119140625), (2, 870.189208984375, 168.46786499023438), (2, 856.4990234375, 162.8729705810547), (2, 848.0426025390625, 156.50704956054688), (2, 834.2923583984375, 148.81256103515625), (2, 824.5938720703125, 140.69558715820312), (2, 814.0960693359375, 133.24464416503906), (2, 808.283935546875, 126.67924499511719), (2, 800.0487060546875, 121.79777526855469), (2, 799.2216796875, 120.49092102050781), (2, 796.956298828125, 119.20259857177734), (2, 794.541748046875, 117.6063003540039), (2, 794.4853515625, 118.28252410888672), (2, 791.0636596679688, 117.77986145019531), (2, 790.7283325195312, 115.45142364501953), (2, 788.8965454101562, 113.50911712646484), (2, 791.029541015625, 107.98700714111328), (2, 791.76611328125, 104.43473052978516), (2, 793.818603515625, 101.4698486328125), (2, 795.3474731445312, 99.04265594482422), (2, 795.2730712890625, 99.62570190429688), (2, 792.660888671875, 102.26937866210938), (2, 793.8662109375, 101.41582489013672), (2, 793.448486328125, 99.78362274169922), (2, 798.5169677734375, 96.10214233398438), (2, 801.6727905273438, 91.50731658935547), (2, 795.6002197265625, 95.34346771240234), (2, 799.1243896484375, 91.61648559570312), (2, 800.5576171875, 90.78880310058594), (2, 803.69677734375, 89.31752014160156), (2, 806.54931640625, 88.41663360595703), (2, 805.3975830078125, 88.95407104492188), (2, 812.1041870117188, 86.53313446044922), (2, 814.6568603515625, 86.09564208984375), (2, 818.1261596679688, 84.03219604492188), (2, 820.5301513671875, 84.6370620727539), (2, 820.6333618164062, 82.21717071533203), (2, 823.568115234375, 80.57080078125), (2, 825.5648193359375, 81.52230834960938), (2, 823.5052490234375, 81.56061553955078), (2, 824.723388671875, 79.22270202636719)]"
1810,6,"[(6, 1402.8701171875, 300.1142272949219), (6, 1257.979248046875, 275.7236022949219), (6, 1175.7818603515625, 239.4808349609375), (6, 1088.2723388671875, 226.47994995117188), (6, 1018.4664306640625, 192.13397216796875), (6, 954.34814453125, 184.5232391357422), (6, 903.802001953125, 172.0329132080078), (6, 878.5269165039062, 159.70855712890625), (6, 868.089111328125, 152.3889923095703), (6, 860.516845703125, 151.6510772705078), (6, 853.0736083984375, 144.2158203125), (6, 852.58984375, 139.27268981933594), (6, 853.8870849609375, 141.73092651367188), (6, 849.2765502929688, 140.77743530273438), (6, 846.755615234375, 138.18309020996094), (6, 843.5169677734375, 137.59967041015625), (6, 838.08251953125, 138.271728515625), (6, 836.0885009765625, 138.21826171875), (6, 835.6663818359375, 131.90476989746094), (6, 835.2792358398438, 129.67977905273438), (6, 836.4736328125, 123.97004699707031), (6, 837.4093017578125, 122.4151611328125), (6, 840.4007568359375, 120.73974609375), (6, 842.73486328125, 113.38770294189453), (6, 842.8173828125, 108.7939453125), (6, 847.030029296875, 111.83377075195312)]"
1811,2,"[(2, 1667.763671875, 324.9061584472656), (2, 1549.147705078125, 297.9110412597656), (2, 1421.0020751953125, 267.84710693359375), (2, 1292.212158203125, 245.70480346679688), (2, 1243.2880859375, 236.59303283691406), (2, 1209.410400390625, 224.76666259765625), (2, 1172.834716796875, 218.74757385253906), (2, 1133.85009765625, 212.08013916015625), (2, 1099.477294921875, 204.7164306640625), (2, 1070.7125244140625, 195.677978515625), (2, 1036.2012939453125, 187.51171875), (2, 1006.79052734375, 181.0626983642578), (2, 993.2708740234375, 174.35711669921875), (2, 988.83740234375, 170.87570190429688), (2, 983.0252685546875, 168.72308349609375), (2, 977.3529663085938, 167.6280059814453), (2, 970.7811279296875, 166.87876892089844), (2, 964.7505493164062, 166.76768493652344), (2, 958.8807373046875, 164.84738159179688), (2, 953.1300659179688, 163.93508911132812), (2, 949.2501831054688, 163.3331298828125), (2, 946.0888061523438, 160.73114013671875), (2, 939.1787719726562, 159.50758361816406), (2, 935.3094482421875, 158.31533813476562), (2, 927.7691650390625, 158.39779663085938), (2, 922.2295532226562, 155.14730834960938), (2, 918.8499755859375, 153.24322509765625), (2, 917.0878295898438, 147.02859497070312), (2, 911.1251220703125, 146.03099060058594), (2, 905.9510498046875, 145.82537841796875), (2, 903.0236206054688, 144.82797241210938), (2, 899.1875, 142.3338623046875), (2, 896.0364990234375, 141.79270935058594), (2, 895.0087890625, 138.27474975585938), (2, 892.8624267578125, 138.94532775878906), (2, 890.68017578125, 134.33535766601562), (2, 888.385009765625, 131.4868927001953), (2, 885.8182373046875, 130.38136291503906), (2, 882.9295654296875, 129.055908203125), (2, 880.4552001953125, 129.3815460205078), (2, 878.7403564453125, 129.70138549804688), (2, 876.5126342773438, 127.38711547851562), (2, 873.5510864257812, 127.33773803710938), (2, 874.5164794921875, 124.09423828125), (2, 871.8118286132812, 122.59258270263672), (2, 868.6026000976562, 121.72908020019531), (2, 864.7147216796875, 123.23446655273438), (2, 863.4334716796875, 120.06572723388672), (2, 870.1068115234375, 117.01223754882812), (2, 867.6458129882812, 113.92353057861328), (2, 862.2498779296875, 113.400390625), (2, 869.3904418945312, 111.18370056152344), (2, 872.7176513671875, 109.31228637695312), (2, 871.2000122070312, 108.77241516113281), (2, 872.973876953125, 106.19392395019531), (2, 872.914794921875, 105.32254791259766), (2, 872.6202392578125, 103.33284759521484), (2, 871.8897705078125, 102.20916748046875), (2, 871.5689697265625, 101.91114044189453), (2, 869.4536743164062, 100.9651107788086), (2, 870.5274658203125, 100.0554428100586), (2, 871.3502197265625, 100.62034606933594), (2, 871.7845458984375, 99.41395568847656), (2, 871.1904296875, 98.95899200439453), (2, 871.8014526367188, 98.234619140625), (2, 870.7359619140625, 98.28861236572266), (2, 870.5386962890625, 97.31896209716797), (2, 871.1124877929688, 94.67478942871094), (2, 871.6002197265625, 93.5342788696289), (2, 871.741943359375, 91.8604736328125), (2, 871.8504028320312, 88.75775146484375), (2, 871.517578125, 89.71267700195312), (2, 870.958251953125, 88.70341491699219), (2, 871.6453857421875, 87.20266723632812), (2, 873.2947998046875, 85.20540618896484), (2, 874.0548095703125, 83.4977798461914)]"
